,Tokens,Tagged Sentence
1928,"['Kings', 'Peak', '(', 'Utah', ')', ',', 'the', 'highest', 'point', 'in', 'the', 'U.S.', 'state', 'of', 'Utah']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1929,"['The', 'Blackfoot', 'name', 'for', 'the', 'mountain', 'is', 'Nínaiistáko', '.', 'The', 'mountain', 'was', 'seen', 'by', 'white', 'explorers', 'in', 'the', 'late', '18th', 'century', 'and', 'was', 'known', 'as', '``', 'Kings', 'Peak', ""''"", 'on', 'maps', 'produced', 'in', 'the', 'United', 'Kingdom', 'in', '1795', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1930,"['Share', 'on', '84', 'Bobko', '(', 'Chornomorets', 'Odesa', ')', 'is', 'booked', '.', 'Share', 'on', '82', 'Kaverin', '(', 'in', ')', '-', 'Shatskikh', '(', 'out', ')', '(', 'Hoverla', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O']"
1931,"['Hoverla', 'Uzhhorod', '-', 'FC', 'Brasov', 'results', '01.07.2012', '-', 'Foot', 'Live']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1932,"['Share', 'on', '60', 'Lyulka', '(', 'Hoverla', ')', 'is', 'booked', '.', 'Share', 'on', '45', 'Opanasenko', '(', 'in', ')', '-', 'Vitaliy', 'Balashov', '(', 'out', ')', '(', 'Chornomorets', 'Odesa', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1933,"['From', 'a', 'distance', 'you', 'can', 'see', 'in', 'the', 'direction', 'North', '-West', ',', 'the', '``', 'Lake', 'of', 'Matese', ""''"", 'and', 'on', 'his', 'right', 'il', 'Monte', 'Miletto', '(', '2,050', 'm', ')', ',', 'the', 'highest', 'peak', 'from', 'the', 'Campania', 'region', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1934,"['During', 'the', 'summers', 'of', '1978', 'and', '1979', ',', 'Johnston', 'led', 'studies', 'of', 'the', 'ash-flow', 'sheet', 'emplaced', 'in', 'the', '1912', 'eruption', 'of', 'Mount', 'Katmai', 'in', 'the', 'Valley', 'of', 'Ten', 'Thousand', 'Smokes', '.', 'The', 'gas', 'phase', 'is', 'extremely', 'important', 'in', 'propelling', 'volcanic', 'eruptions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1935,"['One', 'of', 'them', 'is', 'located', 'under', 'Mount', 'Katmai', ',', 'the', 'mountain', 'that', 'collapsed', 'during', 'the', '1912', 'eruption', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1936,"['Katmai', 'This', 'park', 'on', 'the', 'Alaska', 'Peninsula', 'protects', 'the', 'Valley', 'of', 'Ten', 'Thousand', 'Smokes', ',', 'an', 'ash', 'flow', 'formed', 'by', 'the', '1912', 'eruption', 'of', 'Novarupta', ',', 'as', 'well', 'as', 'Mount', 'Katmai', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1937,"['Mount', 'Everest', 'is', 'the', 'hugest', 'mountain', 'on', 'our', 'planet', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1938,"['Mount', 'Everest', 'is', 'known', 'for', 'having', 'the', 'snowiest', 'peaks', 'in', 'the', 'entire', 'world', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1939,"['then', 'objective', 'was', 'to', 'connect', 'the', 'highest', 'points', 'in', 'the', 'East', ':', 'Mount', 'Mitchell', 'mit', '2.037', 'm', 'und', 'Mount', 'Washington', 'mit', '1.917', 'm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1940,"['Upon', 'reaching', 'the', 'summit', 'hikers', 'can', 'view', 'Mount', 'Jefferson', ',', 'Grandfather', 'Mountain', ',', 'Mount', 'Mitchell', ',', 'and', 'various', 'peaks', 'in', 'Tennessee', 'and', 'Virginia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1941,"['The', 'Mitchell', 'Mount', 'allows', 'you', 'to', 'mount', 'Mitchell', 'style', 'fluid', 'heads', 'to', 'the', 'EZ', 'Slider', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1942,"['Watch', 'the', 'distant', 'Namunukula', 'Range', 'and', 'Little', 'Adam', ""'s"", 'Peak', 'along', 'the', 'way', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1943,"['The', 'attractive', 'area', 'of', 'BANDARAWELA', ',', 'in', 'Sri', 'Lanka', ""'s"", 'mountainous', 'terrain', 'and', 'the', 'nearby', 'town', 'of', 'Ella', 'are', 'renowned', 'for', 'their', 'many', 'walks', ',', 'including', 'Little', 'Adam', ""'s"", 'Peak', ',', 'Ella', 'Rock', 'and', 'the', 'Namunukula', 'Mountain', 'Range', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1944,"['Le', 'mieux', ""c'est"", 'de', 'laisser', 'la', 'randonnée', 'du', 'Pico', 'do', 'Arieiro', 'pour', 'un', 'autre', 'jour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
1945,"['Far', 'away', 'we', 'perceive', 'the', 'Mount', 'Batu', ',', 'second', 'summit', 'of', 'Ethiopia', 'with', '4377m', ',', 'higher', 'than', 'the', 'Dent', 'Blanche', 'in', 'the', 'Alps', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1946,"['Mount', 'Everest', 'is', 'the', 'hugest', 'mountain', 'on', 'our', 'planet', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1947,"['The', 'Angella', 'is', 'situated', 'in', 'the', 'very', 'heart', 'of', 'the', 'Kopaonik', 'National', 'Park', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1948,"['Viceroy', 'Kopaonik', 'Serbia', 'is', 'developed', 'in', 'partnership', 'with', 'the', 'company', 'KPI', 'D.O.O', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1949,"['The', 'small', 'town', 'of', 'Brus', 'is', 'located', 'below', 'the', 'Kopaonik', 'ski', 'resort', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1950,"['The', 'world', 'has', 'forgotten', 'Mary', 'Kom', ',', 'the', 'boxer', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
1951,"['As', 'for', 'his', 'tribe', ',', 'I', ""'d"", 'say', 'Kom', 'Nuristani', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O']"
1952,"['His', 'main', 'centers', 'of', 'worship', 'were', 'the', 'Faiyum', 'and', 'Kom', 'Ombo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O']"
1953,"['Mount', 'Asgard', '(', 'Sivanitirutinguak', ')', '-', 'Located', 'near', 'the', 'summit', ',', 'this', 'distinctive', 'mountain', '(', '2015', 'm', ')', 'is', 'one', 'of', 'the', 'park', ""'s"", 'most', 'famous', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1954,"['Climbing', 'Expeditions', 'In', 'addition', 'to', 'Mount', 'Thor', 'and', 'Mount', 'Asgard', ',', 'there', 'are', 'many', 'other', 'peaks', 'to', 'challenge', 'experienced', 'climbers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1955,"['Walk', 'on', 'the', 'heart', 'of', 'the', 'giant', ',', 'on', 'the', 'foot', 'of', 'Mount', 'Asgard', '(', '2015m', ')', 'and', 'Thor', ',', 'emblematic', 'mountains', 'of', 'Nunavut', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1956,"['Pigeon', 'Forge', 'is', 'a', 'Tennessee', 'town', 'located', 'at', 'the', 'foot', 'of', 'Mount', 'Le', 'Conte', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1957,"['Mount', 'Le', 'Conte', 'is', 'one', 'of', 'the', 'most', 'frequented', 'destinations', 'in', 'the', 'park', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1958,"['Views', 'of', 'our', 'beautiful', 'Serra', 'da', 'Estrela', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1959,"['Serra', 'da', 'Estrela', 'was', 'the', 'cradle', 'of', 'numerous', 'castles', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1960,"['Then', 'we', ""'ll"", 'depart', 'from', 'Porto', 'to', 'Serra', 'da', 'Estrela', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1961,"['Dressed', 'in', 'white', ',', 'with', 'a', 'raccoon', 'skin', 'at', 'his', 'waist', 'and', 'cap', 'on', 'his', 'head', ',', 'he', 'guides', 'us', 'beneath', 'the', 'wild', 'trees', 'of', 'Mount', 'Ishizuchi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1962,"['The', 'mountain', 'takes', 'its', 'name', 'from', 'its', 'resemblance', 'to', 'Mount', 'Ishizuchi', 'in', 'Ehime', 'Prefecture', ',', 'formerly', 'in', 'Iyo', 'Province', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1963,"['Born', 'on', 'Mount', 'Ishizuchi', 'in', 'Ehime', 'Prefecture', ',', 'the', 'Niyodo', 'River', 'takes', 'its', 'time', 'meandering', 'through', 'mountains', 'that', 'form', 'an', 'east-west', 'spine', 'across', 'the', 'middle', 'of', 'the', 'island', 'of', 'Shikoku', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1964,"['You', 'will', 'take', 'the', 'East', 'direction', 'to', 'cross', 'the', 'Doi', 'Phu', 'Kha', 'National', 'Park', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1965,"['The', 'only', 'one', 'quality', ',', 'private', 'accommodation', 'in', 'the', 'Doi', 'Phu', 'Kha', 'National', 'Park', 'area', 'and', 'all', 'staff', 'are', 'from', 'the', 'local', 'hill', 'tribes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1966,"['Then', 'there', 'is', 'the', 'route', 'that', 'takes', 'you', 'to', 'Pizzo', 'Carbonara', 'after', 'a', 'really', 'long', 'hike', 'that', 'starts', 'from', 'Battaglietta', 'where', 'there', 'is', 'a', 'karst', 'depression', 'along', 'the', 'slopes', 'of', 'Mount', 'Ferro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1967,"['The', 'highest', 'is', 'Pizzo', 'Carbonara', 'at', '1,979', 'metres', '(', '6,493', 'feet', ')', ',', 'second', 'in', 'height', 'in', 'Sicily', 'only', 'to', 'Mount', 'Etna', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1968,"['The', 'peaks', ',', 'whitewashed', 'by', 'winter', 'snows', ',', 'are', 'lower', 'than', '2000', 'metres', ':', 'Pizzo', 'Carbonara', '(', '1979', 'm', ')', ',', 'Mount', 'St.', 'Salvatore', '(', '1912', 'm', ')', ',', 'Ferro', 'Mountain', '(', '1906', 'm', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1969,"['Tristan', 'Shu', 'Photography', '|', 'Mount', 'Ngauruhoe', 'and', 'Mount', 'Tongariro']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
1970,"['If', 'you', 'choose', 'to', 'do', 'the', 'whole', 'Crossing', ',', 'you', 'may', 'not', 'have', 'enough', 'time', 'to', 'go', 'up', 'and', 'down', 'Mount', 'Tongariro', '(', 'unless', 'you', ""'re"", 'very', 'quick', 'and', 'athletic', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1971,"['The', 'Tongariro', 'National', 'Park', '-', 'the', 'first', 'to', 'be', 'inscribed', 'with', 'dual', 'world', 'heritage', 'status', 'for', 'its', 'environmental', 'landscape', 'and', 'cultural', 'values', '-', 'is', 'Mount', 'Tongariro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1972,"['The', 'highest', 'mountain', 'in', 'the', 'Sierra', 'Maestra', 'and', 'at', 'the', 'same', 'time', 'the', 'highest', 'elevation', 'of', 'Cuba', 'is', 'the', 'Pico', 'Turquino', 'with', 'an', 'altitude', 'of', '1974', 'meters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1973,"['The', 'hilly', 'hinterland', 'and', '``', 'Pico', 'Turquino', ""''"", ',', 'the', 'highest', 'mountain', 'on', 'the', 'island', ',', 'are', 'ideal', 'hiking', 'territory', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1974,"['Cabanas', 'Campismo', 'la', 'Mula', 'is', 'very', 'popular', 'with', 'the', 'climbers', '&', 'mountaineers', 'taking', 'on', 'the', 'south', 'slope', 'of', 'Pico', 'Turquino', 'which', ',', 'at', '1974', 'meters', '(', '6476', 'ft', ')', ',', 'is', 'Cuba', ""'s"", 'highest', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1975,"['Walks', 'can', 'be', 'made', 'on', 'the', 'trail', 'from', 'Monte', 'Lema', 'to', 'Monte', 'Tamaro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1976,"['The', '``', 'Monte', 'Tamaro', ""''"", 'mountain', 'is', 'located', 'in', 'the', 'Lugano-Bellinzona-Locarno', 'triangle', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1977,"['Monte', 'Tamaro', 'A', 'unique', 'view', 'of', 'the', 'pre-Alpine', 'landscape', ',', 'the', 'lakes', ',', 'and', 'the', 'snow-capped', 'Alps', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1978,"['The', 'route', 'is', 'circular', 'going', 'round', 'Olympos', 'mountain', 'peak', '(', 'Chionistra', ')', 'at', 'an', 'altitude', 'of', '1850m', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1979,"['The', 'route', 'circles', 'around', 'the', 'top', 'of', 'Mount', 'Olympos', '(', 'Chionistra', ')', 'at', 'an', 'altitude', 'of', '1,850', 'metres', ',', 'offering', 'an', 'excellent', 'view', 'in', 'all', 'directions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1980,"['A', 'central', 'feature', 'of', 'Jeju', 'is', 'Hallasan', ',', 'the', 'tallest', 'mountain', 'in', 'South', 'Korea', 'and', 'a', 'dormant', 'volcano', ',', 'which', 'rises', '1,950', 'meters', 'above', 'sea', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1981,"['Hallasan', 'View', 'of', 'Hallasan', 'from', 'the', 'south', '.']","['B-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
1982,"['So', 'it', 'has', 'been', 'developed', 'to', 'welcome', 'tourists', 'with', 'many', 'museums', ',', 'parks', 'and', 'other', 'attractions', 'in', 'addition', 'to', 'its', 'natural', 'attractions', ':', 'the', 'volcano', 'Hallasan', ',', 'waterfalls', ',', 'beaches', 'and', 'seabed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1983,"['Setting', 'out', 'towards', 'the', 'north', ',', 'you', 'will', 'arrive', 'to', 'San', 'Mateo', 'to', 'visit', 'the', 'Canarian', 'market', 'and', 'from', 'there', ',', 'you', 'will', 'reach', 'Pico', 'de', 'las', 'Nieves', ',', 'where', 'you', 'will', 'be', 'able', 'to', 'enjoy', 'the', 'wonderful', 'views', 'from', 'the', 'island', ""'s"", 'highest', 'peak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1984,"['Located', 'between', 'La', 'Cruz', 'de', 'Tejeda', 'and', 'the', 'Pico', 'de', 'las', 'Nieves', ',', 'it', 'is', 'a', 'natural', 'viewing', 'area', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1985,"['The', 'Roque', 'Nublo', ',', 'together', 'with', 'the', 'Pico', 'de', 'las', 'Nieves', ',', 'is', 'one', 'of', 'the', 'highest', 'points', 'on', 'the', 'island', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1986,"['Chikmagalur', 'district', 'also', 'contains', 'Mullayanagiri', ',', 'the', 'highest', 'peak', 'in', 'Karnataka', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1987,"['Pinterest', 'Characteristics', 'In', 'the', 'south', 'of', 'India', ',', 'at', 'the', 'foothills', 'of', 'Mullayanagiri', ',', 'careful', 'harvesting', 'produces', 'this', 'mild', 'coffee', 'with', 'a', 'round', 'body', 'and', 'delicate', 'hazelnut', 'and', 'milk', 'chocolate', 'flavours', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1988,"['The', 'tallest', 'peak', 'of', 'Mount', 'Kirigamine', 'is', 'Mount', 'Kuruma', ',', 'on', 'which', 'there', 'is', 'a', 'weather', 'radar', 'site', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1989,"['Mount', 'Kirigamine', '(', '霧ヶ峰', ',', 'Kiri-ga-mine', ')', 'is', 'a', '1,925m', 'volcano', ',', 'located', 'in', 'Nagano', 'Prefecture', ',', 'Japan', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1990,"['For', 'several', 'kilometers', ',', 'the', 'trail', 'is', 'fairly', 'easy', 'while', 'contemplating', 'the', 'summit', 'of', 'Mount', 'Washington', 'completely', 'cleared', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1991,"['It', 'is', '35', 'km', 'from', 'the', 'biking', 'trails', 'at', 'Mount', 'Washington', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1992,"['And', 'I', ""'ve"", 'never', 'driven', 'my', 'car', 'to', 'the', 'top', 'of', 'Mount', 'Washington', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1993,"['For', 'him', ',', 'catching', 'tigers', 'at', 'Mount', 'Jiri', 'came', 'as', 'easily', 'as', 'catching', 'rabbits', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1994,"['He', ""'s"", 'either', 'hidden', 'on', 'Mount', 'Jiri', 'or', 'gone', 'north', 'to', 'Hwanghae', 'Province', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
